link,review_text
https://thelowdown.com/reviews/endo/ebc09a71-6fc9-4d8d-9395-83afc4fbf9d6,"I’ve been struggling for almost 30 years! Diagnosed with years ago after ending up in A&E with severe tubo ovarian abscesses, one surgery at home in the UK and things were too severe to do anything, another more major surgery at an approved endo centre and once again more surgery to come as things were too fused together! Stage 4 deep infiltrating diagnosis, possible adenomyosis and failed IVF attempt sadly"
https://thelowdown.com/reviews/endo/a95dc7b9-8daf-4e97-84e8-356071bedaf2,"I was diagnosed in December 2022, after living with my symptoms since I was 12/13. I had no idea I had endometriosis, I ended up being referred due to pain in my bum (spasms) which started after I came off contraception in Jan 2020. I had an MRI to find out what was going on and that identified several locations of endometriosis and I was then offered surgery. After a wait of almost a year, I finally had my surgery at the end of November 2023, where they found deep endometriosis all over my bowel and rectom which was all excised. My symptoms are incontinence both bowel and bladder, however I’ve not yet got to the bottom of my bladder issues as the surgery didn’t reveal any endometriosis there. My pain mainly occurs in the 10 days before my period, during my period and a little bit after, I don’t have any other issues (bar the incontinence). I’m still recovering from surgery so in the early stages of knowing whether it will have helped or not."
https://thelowdown.com/reviews/endo/1f29c1cd-0623-4930-8904-b95105a3788e,"When I finally spoke to someone I was luckily diagnosed pretty quickly, but it took me a long time to talk to someone following a bad experience with a male locum who didn’t want to talk about ‘female things’ with me.

I’m lucky that after my initial treatment started to wear off that I was able to go private and be prescribed dienogest which for me is a miracle drug.  There are side effects (weight, acne) but the pros outweigh the negatives for me.

Having this time to look back I realise how debilitating and lonely having endometriosis can be.  Planning every moment of my day around when pain killers would wear off was so normal for me I didn’t realise how draining that alone was."
https://thelowdown.com/reviews/endo/edf85e2a-5b4f-4655-9d72-13c1f0e6292a,"I was diagnosed via laparoscopy in March 2015. I always had painful periods, painful ovulation and short cycles from the age of 12, in 2004. I thought the experience was normal because it was the same as my Mum’s. 

At the moment, I’ve had 4 laparoscopies. My symptoms are worsening significantly at the moment and I’m worried I need another surgery. Opiate pain relief is the only medication that helps and the side effects are unpleasant and make me incredibly tired. At the moment, endometriosis impacts my life on a daily basis but I know there is really very little that can be done to help."
https://thelowdown.com/reviews/endo/833ae581-6472-4f36-bf54-a84d5ad51d0c,"I was diagnosed at 22, after seeing a doctor for 5 years and getting no where. I tried to take my life and knew something just couldn't be right. I have grade 3, I have had 3 operations, tried every treatment including zoladex to shrink a dormant cyst. I've had 2 miscarriages and finally have a baby after years of trying. 
It impacts everyday as the pain is that bad, and I can't take pain meds anymore due to looking after the baby"
https://thelowdown.com/reviews/endo/fa7a76c6-a99e-41e3-90c3-0ab934d17431,"Still awaiting formal diagnosis, came off the pill after over a decade, very heavy periods that have left me with anaemia a few times, I take regular iron supplements. I find exercising regularly and eating well does help my symptoms through the month, more so the digestive symptoms, I experienced random stomach cramps throughout the day for no apparent reason, I have suspected bowel endo.  During my period I cannot exercise, my pain wakes me up, I feel like I’m dragging a heavy sand bag around with me for at least 4 days, cramps range from strong aches and pain down the legs and jelly legs? To sharp lightening bolts and feeling like someone’s scooping ice cream out of my uterus. I am fortunate that my pain is more so around ovulation and my period so I can prepare and track it but sometimes get caught out with a burning pain for no reason?"
https://thelowdown.com/reviews/endo/622d9800-b1a6-4cc0-aead-f0bd4cf3cd04,"I went to the GPs office in excruciating pain for 12 years before I was diagnosed. Various GPs kept putting me on the pill to help the symptoms but nothing helped. Once I came off the pill to try begin a family it was clear something was wrong. After 2 years of trying I paid to see a private GP who agreed to do a laparoscopy and found stage 4 endo. He said it was the worse case he had seen in 25 years of the job. I had my left tube removed, an induced menopause and now luckily have had 3 children."
https://thelowdown.com/reviews/endo/ca2effbe-966b-4bc1-a9e9-4f85883987b0,"I didn’t realise I had endometriosis until we were trying  for our second baby. There were symptoms but I hadn’t realised e.g. back/hip/pelvic pain which I thought were linked to back pain from first pregnancy /looking after an infant. My periods before having my first baby had been exactly 28 days apart. After having a baby they started being 28-33 which isn’t a huge change but was a change for me plus the fact that I hadn’t got pregnant. I then got pregnant but had an ectopic  pregnancy in the scar tissue of my previous c section. Following this, I went to the doctors with the symptoms that I had had. I was referred for an ultra sound. The results came and the consultant said that the ultrasound images were not clear enough so I had a MRI and from the results of this, I was booked in for a laparoscopy where they cauterised the endometriosis and after this I was lucky enough to get pregnant on my next cycle. My second daughter is 11 months old now. My periods seem to be quite settled and I haven’t had pelvic pain but I am keeping my eye on it to be mindful of it next time."
https://thelowdown.com/reviews/endo/ff44f3d5-7e03-4ac0-af49-6d9578e10f33,"I was recently diagnosed with endometriosis after approx. 15 years of horrific period pain. For years I have spoken to different GPs about my pain but they just suggested changing contraception or prescribing different pain killers. My mother is a GP and both of us thought I had endometriosis for years before receiving a proper diagnosis. Even with her guidance and advice it took me about 15 years to get diagnosed. I was referred to different gynaecologists over the years, poked and prodded with no empathy or explanation for my pain. It eventually took Dr Simon Vaughan Jones (not sure if I’m allowed to name them here but he truly was amazing!) at the London Independent Hospital (on the NHS, darling) to arrange an MRI scan, which confirmed that I had endo. 

I now take the progesterone only pill back to back, which has stopped my periods, so I am pain free. But this doesn’t work for everyone and it isn’t a solution. My main concern is whether it will affect my fertility and ability to have children, but I’ve been told I won’t know that until I actually start trying to have children. So fingers crossed…"
https://thelowdown.com/reviews/endo/c9edca2b-2c1a-45d2-83e8-20ef86d737f7,"My pain, sharp like a thin knife in my vagina poking me so hard I was doubled up in pain. My GP said it would probably sort itself out once I had children. Years went by, I struggled on. I was in so much pain, my mum who had private health insurance through her job got me an appointment in Harley St. He diagnosed endometriosis and surgery happened a week later. Keyhole Laser surgery. Found it on my cervix and ovaries. Plus I had an injection which stopped my periods for 6-8 months. It allowed my body to recover. It also gave me a premature menopause, which was fun. Not. 
However my endometriosis was gone. Get help, we shouldn’t have to live with this !"
https://thelowdown.com/reviews/endo/329ec105-ead8-4877-a602-c8f52985921c,"Started periods at 11 in primary school and thought I was dying. I'd never felt pain like it or seen so much blood. 90% of my visits to the doctors have been about period pain affecting my day to day life. Since I was 15, I was put on the pill for pain management and I honestly can't recall if it helped as I've been on it all my adult life until coming off age 29. I'd cry after most conversations with the GP (I know they don't have much time so not GP bashing!) as I'd be asked the same questions like ""are you using the pill for anything other than contraception?"" YES! And was told different things about taking the pill back to back - that it's fine to do so and I don't need a break, that I MUST have a break every 3 months, or that I should always have a 7 day break. Since read up on The Lowdown's blog and know I was safe taking the combined pill back to back. I've been to the GP in tears on Christmas eve after laying crying on the bathroom floor in pain and was offered Mefanmic acid which didn't work for me. I've only had one GP say it sounds like endometriosis and they'd treat it with the pill anyway, so back to square 1 for me! ""here, have another pill!"" I've since come off the pill and feel better in my moods and can't say my periods feel any worse. It was nice not to have a bleed each month but I still had cramping and felt so bloated. So I feel like I've exchanged low mood for period pain. I don't know which is worse. How do you know when period pain is more than ""just period pain""?"
https://thelowdown.com/reviews/endo/259859e9-56a0-4a5d-a87d-60a2151972da,"I started my period aged 14 and I started getting the worst period pains when I was 18. I had to be put on a contraceptive pill and given mefenamic acid and codeine to deal with the pain. Before I was put on this I use to be throwing up with the amount of pain. 

I only really get the bad baddddd pain on the first couple of days of my period and maybe a day before.

I have had multiple ultrasounds and nothing has been seen so am now waiting for a laparoscopy."
https://thelowdown.com/reviews/endo/c81fd623-4bac-40d2-9f2f-adf53e1d6a48,Awful period pain
https://thelowdown.com/reviews/endo/f46cf491-9c40-40be-9b80-ccb5098b11d1,"I started having extremely painful periods at the age of 15. I had to be sent home from school every month, I was sick and didnt eat for a few days. I was given mefenamic acid and co-codamol but these did not help. 17 I started the contraceptive pill rivegidon. The period pain never got any better or went away. Then in October 2020 I had a laparoscopy and was diagnosed with endometriosis. The pain never stopped and I am now on my first injection of Zoladex and will need another laparoscopy soon. 

I find it extremely difficult to communicate with my friends and family and tell them how much it's affecting me. The fatigue is the worst symptom and it has stopped me from doing everyday tasks. I feel anxious about whether I will be able to have children or not. Even thought I am nowhere near ready at the moment."
https://thelowdown.com/reviews/endo/a6be10f8-6358-430f-aad6-3b78db105e99,"Symptoms started shortly after I got my period, I had really heavy periods and lots of cramping. Symptoms were somewhat mitigated by oral BC for a few years, but I ended up having significant pelvic pain everyday, and I would get ovarian cysts that ruptured monthly which was awful. I had doctors suspect endo early, and they treated symptoms with birth control and then Norithendrone Acetate. I eventually got diagnosed via surgery with a pediatric gynecology surgeon. This was incredible validating, and hugely reduced my day to day pain."
https://thelowdown.com/reviews/endo/6984f04e-59c9-404b-aac5-d31aa5d95db2,"Had excruciating period pain for as long as I can remember. At 26, I had daily pelvic pain that affected my day to day life. Opted for private laparoscopy that diagnosed and ablated the endometriosis. After 3 months symptoms were worse. Opted for endometriosis specialist surgery where they excised the endometriosis. Symptoms greatly improved. No more mid cycle bleeding, some shoulder tip pain, periods still painful and heavy but manageable."
https://thelowdown.com/reviews/endo/ae14a9c0-1c59-4b86-8501-d780cfe5de21,"I had symptoms from my very first period at the age of 13. My bleeding was so heavy that I used to have to set an alarm for every hour to get up through the night to change and clean up otherwise I would just soak through everything. The pain I experienced was so bad that I used to pass out and ended up in hospital many times. Doctors never investigated and kept saying its life as a woman and I need to get on with it, period pain is normal. I used to tell them it was like no pain I'd ever experienced but they constantly dismissed it. The pain during my period is still the worst pain I've ever felt. I could never go to the toilet without experiencing severe pain whether on my period or not, the toilet bowl used to be full of my blood, my periods were lasting 2 weeks as a minimum and the amount of blood I used to lose was scary. I'd get diarrhoea and vomiting as well. I was back and to with my GP. I'd been on different pills and every pain killer going but nothing touched it. I was on iron tablets for anaemia. My GP told me it was impossible that I was still in pain. I had tried every pain killer possible and nothing even took the edge off. I'd taken things for cycle control that just made me more ill. You name it, I'd tried everything and more. That should have been a red flag but they just continued to say it was impossible and I couldn't be in pain. I think they believed I was making it up. At the age of 19, I collapsed and was rushed to hospital. The pain was so bad I physically couldn't move. Once again, I was discharged with no investigation and told to follow up with my GP. I went to a different GP this time and she immediately said she suspected endometriosis. She was mortified at how I'd been treated the last 6 years and how no one had taken me seriously. I had ultrasound scans which showed nothing but I was also booked in for my laparoscopy straight away and of course, endometriosis was found between my womb and bladder. To anyone awaiting a laparoscooy, mine went great. I had minimal pain afterwards, it was more discomfort and I felt a bit off from the anaesthetic but it was all very minor. It was worth it as this is the only way to definitively diagnose endometriosis. This then started the experiment of finding a treatment that worked. After a few more years, I tried the injection. This has been the only thing that has helped me. I can't say I'm pain free but I don't have periods, just occasional spotting. The pain I do experience isn't often and is what I would imagine normal period pain to be like. I can go about my life finally. Its been 10 years since I was diagnosed and 16 years of living with endometriosis and it still seems it isn't taken seriously enough and too many women are dismissed as it being just ""periods"". The more awareness of endometriosis is out there, the better. Hopefully future women won't have to wait years for a diagnosis."
https://thelowdown.com/reviews/endo/27f3b276-04c0-42f2-9f8b-f8064e08a82e,"I have been experiencing extremely painful periods since I was around 14, I am now 25. I didn’t experience severe pain every month (approximately 3-4 times a year) but in some ways this made it more challenging to control as I never knew if I would need to take time off school/college/work. At age 18 I started on the combined pill after approaching a GP about my symptoms for the first time. At age 20 I swapped to the Mirena coil as my BP was elevated and I was experiencing migraines on my week off the pill. Symptoms were very well controlled for a year or two then started experiencing pelvic pain (period like cramps) 2-3 times a week. Was referred to gynaecology by my GP but it had resolved by the time I got my appointment. Approximately 2 years ago I started getting semi-regular periods again with cramps up to a week prior to bleeding. I went back to my GP and was re-referred to gynaecology. Had a pelvic exam, pelvic ultrasound, Mirena replaced with no improvement. Was referred for surgery 11 months ago with no word of when I’ll be seen. Pain is steadily becoming worse with me now being unable to stand/walk for 2-3 hours while the pain is at its peak."
https://thelowdown.com/reviews/endo/6db67f04-dc44-4b65-add9-e362be0a85a4,"Extremely painful periods since teenager,  vomiting, fainting etc. Fatigue a lot of the time and bad mood swing the day before period due. Given painkillers and told by multiple doctors that it was nothing to worry about. Saw a gynecologist a year, who suspects endo. Did ultrasounds and MRIs but nothing showed up, don't want to have surgery just to have a diagnosis. Since then I've gotten the mirena coil which has improved my symptoms a lot."
https://thelowdown.com/reviews/endo/a4c8fb9e-9515-4f92-9a24-cfb3398290f4,"I had my first laparoscopy in 2019 as part of ongoing fertility investigations and was diagnosed with PCOS. I had a second laparoscopy in 2011 and was told I also had endometriosis in the pouch of douglas with adhesions tethering my right ovary. The endo was lasered off but I was told it would most likely grow back in the future. Fast forward to 2019 I started suffering with very painful ovulation on my right hand side but scans were all clear. 

In 2020 my periods starting becoming very short, heavy and painful with significant clotting. Again, scans were all normal. I finally found a very understanding GP (Rebecca Mawson!) who listened to my concerns and we discussed various types of contraceptives to reduce my symptoms whilst waiting for a gynae referral. 
I've been taking Zoely for a while with some success and my long-awaited referral is coming up this month. Strongly suspect that my issues are being caused by adhesions/scar tissue and a reoccurrence of the endo I had lasered off 12 years ago.

UPDATE Nov23: I had my consultation in October and was told that they 'don't remove endo or adhesions any more because it just grows back worse' and that I should try a different pill or the coil (even though he admitted the coil probably wouldn't help my pain). Was told to come back in 3 months, despite waiting 10months for the appointment. Back to square one and pretty frustrated!
Also, can no longer get hold of Zoely so I've been prescribed Lucette - keeping my fingers crossed!"
https://thelowdown.com/reviews/endo/5ca0c772-1bb1-4a66-b6b3-93e4c47e9f65,"13 started periods. Very painful, heavy from the start so I didn't know any different. 
Very emotional, tearful, angry, boiling hot, greasy hair, spots etc.. 
Went to the doctors a couple of times in my mid 20s because very 3 weeks I was in agony. Couldn't walk, stand up straight.
Male dr laughed at me when I said my periods are very painful - is there anything I could do?
He said you are female, it's normal, what do you want me to do??
So i still thought this was normal - even my friends used to laugh at me when I was in pain.
1 day, I was in my own at home. Needed to drive to an job interview. 
I was in so much pain, I could hardly speak. I couldnt stand after my shower. I wanted to call an ambulance - but I didn't. 
I had that voice in my head. Call an ambulance for period pain - you idiot. So I didnt.
I carried on as normal....struggling being me.
We decided we wanted to try for a baby. I was 28. 
4 years it took me to fall pregnant. 
When in labour the pain was the same as my 3 weekly period pains! That's when I was dilated 2 - 3 cm
I now know that is not normal!!
2 failed pregnancies after my son was born.
1 was an ectopic pregnancy. Another Endometriosis problem!
My son is autistic and very demanding. 
Once my periods started again I couldn't cope, physically and mentally. 
I went to a nurse which specializes in womens health.
Explained everything....she prescribed me the pill which was great for the first 9 months. No periods, no problems. 
Then they started coming back and mentally I could cope again. I was loosing it every month. My temper was awful, I couldnt control it (verbally, not physically)
She prescribed me a double dose of the pill and Sertraline, anti depressants. I had heard these can help as I suspected I had PMDD due to servere mood swings. 
I've been on this medication for 3 + years now and it has really helped
I have a  life whereas before my periods controlled me. I would only feel well / normal for 9 days of the month."
https://thelowdown.com/reviews/endo/7274fd44-2be6-4051-a280-b5f872592477,"My symptoms started from my first period at 13. They were extremely heavy and painful to the point where I was always in the nurses office at school or taking days off. I was good that I would grow out of it when I was older. Several years of doctors appointment and I was just told to go on the pill and constantly being dismissed for my pain. I mentioned endo to plenty of my doctors and they said no you’re too young you’re fine. It wasn’t until around 2020 my mum got diagnosed with endo after a laparoscopy that they finally even considered the possibly that I could have it to. Fast forward to now. I just had my first laparoscopy at 20 years old, diagnosed with severe stage 4 endometriosis. I’m currently waiting for another surgery to remove said cells but as it has gone to my liver and diaphragm it’s going to be complicated and I’m trying not to think about it too much. I am in constant pain somewhere in my body. My pelvis area feels so heavy and temperamental. Just wish they listened to me sooner. The healthcare system fails to acknowledge that period pain is not normal !"
https://thelowdown.com/reviews/endo/d1de3e12-bc8a-46bd-b97c-458ce90e2c71,"I suffered with bad periods when I was younger, always bled heavy / passed out but didn't think much of it. I then went on Microgynon from the age of 16 and continued to take a contraceptive until the age of 27. I decided to stop and it took me 1.5 years to get my periods back. I suffered badly with hormones, they were all over the place, horrific fatigue, depression, pain, bleeding every 2-weeks etc., that all stopped me from working. I eventually got to see a doctor and was referred for scans / ultrasounds but nothing appeared. I then saw a private gynaecologist (I'm very lucky and get private healthcare through work - a godsend in this situation!), but sadly he just suggested going back on the pill, I was so desperate for it all to stop at this point that I did. I was feeling depressed everyday and was determined to figure this out the natural way so started doing my own research. I've been taking A LOT of supplements, cycle syncing etc., which has helped me get back my regular periods, but am still suffering a lot with the pain when they come. I've since been referred to a private gynae (very lucky) who specialises in endo and he's offered me a laroscopy in November which I am SO grateful for. I really feel for everyone suffering, it's absolutely ABSURD that we have to go through this as women and the research / care out there is really poor. I hope we start to see some big change soon."
https://thelowdown.com/reviews/endo/c1dcd172-ebfd-46a7-9f53-96db03ba5b26,"Heavy painful periods, constant bleeding and flooding outside of periods, large chocolate cysts discovered
Had 3 operations 
Fatigue causes problems daily
Struggle to walk some days 
Currently struggling to get pregnant"
https://thelowdown.com/reviews/endo/b000211d-d690-4ae1-9bcc-5d4fc97c0911,"So I am in investigation stages currently, I have had a few ultrasounds (was diagnosed PCOS a couple years ago) and on my last ultrasound in May 2023 the technician could see adhesions that has caused my left ovary to attach to my uterus, and have now finally after years been referred to gynocology, where hopefully will get MRI or laparoscopy, but I do not know how long the waitlist list is for!

my symptoms have been getting increasingly worse each month, new symptoms coming on (last 2 months been having constant headaches and sinus pain), my periods last for 10 weeks (yes 10 weeks!) and they are heavy and during every period I end up aneamic! I’m almost constantly in pain now, and am dizzy and very tired often and I am struggling to stay at work and have had to reduce my hours, and every 2 months or so I am in so much pain I end up having a week or two off work, I can’t enjoy my days off as I’m too exhausted or in agony, it’s to be honest ruining my life, I’m beyond being able to handle the pain now, and I have had therapy because I was having panic attacks and depressed because of it and it did help but it’s getting worse and worse and to be honest am struggling to cope, no painkillers seem to help, I’ve tried so many things and I don’t really know what else to do in the meantime whilst I wait for my gyno appointment, it’s kind of indescribable how it feels to live with it, it’s very upsetting, I used to be a very laid back chill person and Im very smiley in the outside but it’s slowly taking my personality away, I just feel sad all the time now"
https://thelowdown.com/reviews/endo/4cd00d80-aa47-4d58-973e-2380ab26495e,"Diagnosis took me 15 years in total from first seeing a dr for symptoms, but once I had heard about endo and learned about it, my diagnosis with drs was much quicker as I was armed with research on symptoms that were linked.

I’ve had my first laparoscopy in April, 5 months later and my symptoms are worse than before. I believe this is down to bad surgery/not seeing a specialist, but that isn’t confirmed yet.

Overall it can be very isolating and definitely hard for others to understand. Finding a community online or in person of other people with endo helps massively."
https://thelowdown.com/reviews/endo/3eca5b59-a47b-4d64-ad5c-ba8a93a6175c,"It took so long  to be diagnosed (13 years) and even after my diagnostic laparoscopy where they treated endometriosis up to near my liver (during the 13th year), they are reluctant offer me further treatment and say there is nothing more they can do for me (NHS). It's frustrating and you feel alone"
https://thelowdown.com/reviews/endo/f74dde9a-3a33-4596-9156-03c22a4b6df0,"I haven’t been diagnosed yet, currently got a go fund me page as the nhs waiting list is too long.

You don’t feel yourself, in your own body."
https://thelowdown.com/reviews/endo/059dbf7d-9af4-4cb1-9d8e-6c5f7154d293,"Since my periods started I always had very heavy clotty bleeding, severe pain (requiring tramadol amongst other things), nausea and sometimes vomitting. I would also get bad headaches.  I often suffered with anaemia. I could bleed heavily for two weeks straight, have a few days of nothing and bleed heavily again for two more weeks. My periods have always been irregular. After 6 years going to and from the GP and trying numerous things to control the bleeding and/or symptoms I was finally referred to gynae at 18. I had an internal scan to rule out any kind of gynae cancer. I then tried yet another version of POP which didn't improve things. Finally they fitted a hormonal coil and this has been the only thing which has managed my periods (pain and bleeding) and ovulation pain. I no longer require strong pain killers when I have a period and usually I only get a light bit of spotting every so often. Sometimes I get some ovulation pain but it's mild compared to what I had previously. I'm on my second hormonal coil now and I've used the coil for symptom treatment for 7 years. I'm glad this has worked for me as I really didn't want to have any surgical procedures. It has been life changing."
https://thelowdown.com/reviews/endo/49feaf4d-c498-4b24-8386-74a723585422,"I'm being investigated for endometriosis at the moment because a transvaginal ultrasound picked up a likely endometrioma on my ovary. While I've had painful and heavy periods since puberty and always suspected I had endo, I never bothered to look into it because I figured it would be invasive tests and the conclusion likely just putting me on hormonal contraception, which I'm already on. I only had this U/S scan because my GP recommended it after I developed bladder symptoms in the last few years. I mainly now just feel angry I have to go through long wait lists, MRI and possibly surgery just to get a confirmed diagnosis. We have to develop a better way to diagnose endo via blood test or biopsy... Why has it taken so long for the medical community to pay attention to this topic?"
https://thelowdown.com/reviews/endo/3efa8152-6cf6-4114-83d8-a0211f06a1a7,"My main symptoms are chronic pelvic and hip pain. Having ruled out injury/ damage to the joints I was referred to a rheumatologist who suggested that we look into endo before going back to them. It took 2 years 3 months from referral to laparoscopy, not having actually met my gynaecologist until the day of my surgery. I felt that I was dismissed because I didn’t have a lot of the typical endo symptoms and even on the day of surgery my surgeon made a point of telling me that “you do know that in 50% of these we don’t find anything”. I felt that she was a lot more understanding after surgery when she had found endo in 3 sites (2 of which would have been causing my pelvic/hip pain). I had a hysteroscopy, laparoscopy, excision from 3 sites and mirena inserted during my surgery last week. We will have to wait and see how my physical symptoms progress, but I feel vindicated that what I was feeling and verbalising to professionals was real and that I do know my body and deserve to be listened to."
https://thelowdown.com/reviews/endo/ea6218de-d9d0-4a0b-8677-002114e32b18,"I’ve recently been diagnosed after several scans, I now await surgery. I was pretty disappointed when my GP ignored my symptoms back in January. I then became very sick in Feb/March time and was admitted with an ovarian abscess and since then the GP has had me referred under a great gynaecologist and I now await my laparoscopic surgery to help remove it. I’m feeling very nervous about it all as it’s also affecting my bowel and ureter. The pain is pretty debilitating and I suffer with bloating, stomach and pelvic pain most days. When it’s daily you start to feel pretty rubbish as it affects work and social life but I know I’m not alone."
https://thelowdown.com/reviews/endo/3b104823-dfff-48d1-911e-22a0e18df0c5,"I was diagnosed in May 2022 after 3 and a half years. I was 18 when my symptoms first started and was continuously told I had either IBS, pelvic inflammatory disease or was lead to believe my pain and symptoms were normal. I first knew something wasn’t right after having an ultrasound and finding my left ovary was adhered to my uterus. Doctors, GPs and nurses assured me this was normal, at the young age of 18. I’d had severely painful, and heavy periods all my life up until that time, but again, was assured this was normal and had never thought to question this further. I got into a relationship and quickly realised that intimate time was painful and uncomfortable, which ultimately impacted my relationship. During the pandemic my symptoms worsened. I’d been on the pill for 6 years to manage my periods, but this, I found, was detrimental to not only my physical, but mental health also. Mood swings and fatigue were, and still are things that I struggle with to this day due to this. In March 2021 I’d experienced severe pain during one of my periods, my mum took me to the doctors, despite being almost 20 at this time, in the hopes that having her with me to “vouch” for the severity in my symptoms would encourage doctors to take me more seriously. From this, I was admitted to hospital for 2 nights and 3 days on the specialised gynaecology ward. However, I was not treated for my symptoms, or even examined at this time, I was given fluids and antibiotics through a drip to combat my high temperature and “flu like symptoms”, as they described it. At this time I decided I would stop taking the pill. This helped my symptoms slightly, however my periods were extremely heavy, and I was changing my sanitary products up to twice every hour. After my stay in the hospital, I was referred for an outpatients appointment, which resulted in me being admitted to hospital once more. I was happy at the time, despite my symptoms, as I felt as though I was finally being taken seriously. However, after being on a ward for 24 hours, and finally seeing a doctor, he ushered me home with Buscopan tablets, as he was sure that I was experiencing symptoms of IBS, not those of endometriosis. Shortly after this, I was referred for an outpatients appointment, where I finally was booked in for an MRI scan. This revealed no abnormalities or complications, which, again, made me feel as though I was going mad, and all my symptoms were psychological. Luckily, I was seen by an amazing consultant who took all of my symptoms into consideration, listened to everything I had to say, without patronising me, and was referred for laparoscopic surgery. On the 23rd May 2022, I was (finally) diagnosed with endometriosis. My surgery revealed that I had several areas of stage 4 endo, my right ovary was adhered to my uterus, my large bowel was adhered to my pelvic wall, and my fallopian tubes were twisted. I finally felt listened to and almost wanted to shove those surgery notes in every doctor’s face who’d told me for 3 years that my symptoms were normal. Fast forward 18 months later,  and I still struggle with my endo everyday. I have tried the coil, which was quite honestly, the worst decision I ever made, and I’m currently back on the pill whilst I explore other options."
https://thelowdown.com/reviews/endo/3d1848d8-18d8-4618-9b7b-4071c397e856,I have had symptoms since starting my periods at age 11. I was not diagnosed until last year at the age of 45. Had surgery last April to remove endometrial growth. Had relief for a few months but am going to hospital tomorrow to start the process again. Considering a hysterectomy but unsure if it would help?
https://thelowdown.com/reviews/endo/ad292f2a-a7e8-4ad4-8312-c12f36860666,"I'm in the process of trying to get diagnosed - it's been a long process! Currently waiting for a laparoscopy. My symptoms (pelvis pain, IBS type symptoms, fatigue and headaches) have gotten worse this year and now affect me throughout the month."
https://thelowdown.com/reviews/endo/42ce1afd-321d-47c9-b07e-3e462e1debf0,"I had extremely painful periods from the age of 14, but every doctor I spoke to said it was normal. I was separately diagnosed with IBS, and then with vaginismus after talking to my GP about pain during sex. When I went for my first smear test, I was unable to tolerate the pain and this was the trigger for the doctor to refer me on to an Endometriosis clinic. I had an ultrasound and then an MRI scan, and through the MRI I was able to be diagnosed with endometriosis. At the moment, the medication I am taking reduces my pain to a minimum, but I experience high levels of fatigue daily, and some pelvic pain, lower back pain and aching muscles."
https://thelowdown.com/reviews/endo/ade8efac-acb3-428e-8dfc-ede5da03bd2c,"After 14 years of battling to be taken seriously by GPs, I had a really bad experience with a locum male GP who told me my pain was all in my head and to pop some paracetamol and get on with it. He said it was just something women should deal with and laparoscopies were too expensive for the NHS to do unless absolutely necessary and he didn’t think I was worth it. I of course lodged a formal complaint with the practice. At this point I spoke to my father about my period pains for the first time and he was horrified. He kindly offered to pay for me to see a consultant privately. The consultant spoke to me over the phone and within 15 mins said “I’m 99% sure you have endometriosis and you should’ve had the surgery years ago”. A few months later, I had a very successful surgery to remove my lesions which were on my uterus, bowels, bladder, and an ovary. It was such a relief coming out of surgery not only to have had the endometrial matter removed but to have been proven right after all those years - I hadn’t been mad or making it up. My pain was real and legitimate and I’d been repeatedly let down by doctors. My periods improved vastly following the surgery and I’ve never looked back. A year and half later I gave birth to my first baby. I do worry about endo returning but would redo the surgery in a heartbeat if it did."
https://thelowdown.com/reviews/endo/c705c3fa-ed52-4e97-9518-7f986d977932,I was diagnosed by laparoscopy surgery at the hospital recently. It feels scary to be diagnosed but I am glad that I finally have more understanding about my body.
https://thelowdown.com/reviews/endo/11e04b44-b101-439b-b3c9-fd0b79e0e05f,"I came off the pill last year. The last time I did that it took 12 months to get out of my system and on that day I was vomiting, diarrhea and excruciating pain. I was told (by my GP) that is just how my body reacts to PERIODS. Great right! 

When I started to get pain again, after coming off the pill this time, it was going to take over a month for me to get a telephone appointment with my GP. Luckily, I have private health care with my job, so I opted for that. It took me over 15 years to be taken seriously! They sent me for a scan straight away. It was confirmed that one of my ovaries is in the wrong place and the other is attached to my uterus. My uterus is also small and everything is over to one side. 

Now I have some decisions to make as to how I get this treated. I can have the key hole surgery which won't stop it coming back, but at least I will know what stage I have. And/Or I can go back on the pill or have the coil. I really don't want to opt for the latter because I've been on hormones for over half of my life and it is only since coming off them, I feel liberated as a woman!

I have been looking at easing the symptoms through diet, I am hoping that it will help... But it's a working progress.

For anyone reading this, my advice is to purchase a myoovi (other brands available-a TENS machine that you can wear with nobody knowing) and don't give up! My symptoms started 2 years before I even started my periods! Don't be gaslighted into believing that it's you with the ""low pain threshold""! Keep pushing for diagnosis and the help that you deserve!"
https://thelowdown.com/reviews/endo/17b3cdbf-65cf-4c20-bd6d-bbe99df163c4,The process of a diagnosis is long and draw out and the impact of this is long lasting
https://thelowdown.com/reviews/endo/ec38fd6e-86aa-48ba-a52b-63e0fd7f7da6,"I was diagnosed a couple of years ago via laparoscopy. Had symptoms on and off for years but they were well controlled/masked by the pill/Mirena coil so it wasn't until I decided to stop taking any hormonal contraception after the birth of my first child that the symptoms were investigated. 

I don't have classic symptoms- periods are usually light and not that painful but I do suffer from chronic pelvic pain which is made worse by having any pressure on my stomach (I can't really wear trousers anymore because of it). I also get a lot of bowel symptoms although didn't have any bowel endo. Laparoscopy did really improve symptoms and I'm pain free most days now but still have to avoid any pressure on my stomach."
https://thelowdown.com/reviews/endo/aaf45dee-0f57-4944-8cd8-72271e43e311,Went to the Dr r.e. urinary symptoms during period. Turns out it was not normal as I thought. Have been waiting to see a gynaecologist for over a year.
